Taxon,EPBC Act listed,NSW listed,WA listed,VIC listed,SA listed,QLD listed,TAS listed,ACT listed,Endemic NSW,Endemic SA,Endemic WA,Endemic VIC,Endemic QLD,Endemic TAS,Endemic ACT,All other taxa,Proportion of range map burnt,Proportion of SNES range map burnt (EPBC Act species only) ,Proportion of point locations burnt,high fire frequency ranking,cumulative fire risk ranking
Platysace trachymenioides,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.021269968,NA,0.070866142,LOW,DD
Platysace valida,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.001283807,NA,0,LOW,DD
Platysace xerophila,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.009352832,NA,0,LOW,DD
Platytheca anasima,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Platytheca galioides,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.019082064,NA,0.117073171,LOW,MEDIUM
Platytheca juniperina,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.061672956,NA,0.4375,LOW,DD
Platytheca sp. Sabina (G.J. & B.J.Keighery 295),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.02375,NA,0,LOW,DD
Platyzoma microphyllum,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.27E-04,NA,0,LOW,DD
Plectorrhiza tridentata,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.102312757,NA,0.271028037,LOW,MEDIUM
Plectranthus acariformis,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.003028992,NA,0,NONE,DD
Plectranthus actites,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Plectranthus alloplectus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137588236,NA,0.204081633,LOW,LOW
Plectranthus amicorum,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.60E-04,NA,0,LOW,DD
Plectranthus amoenus,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Plectranthus apreptus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001570043,NA,0,LOW,DD
Plectranthus apricus,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Plectranthus arenicola,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Plectranthus argentatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.145606304,NA,0.282051282,LOW,DD
Plectranthus batianoffii,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Plectranthus bellus,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Plectranthus bipartitus,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Plectranthus blakei,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Plectranthus caldericola,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,NONE,NONE
Plectranthus congestus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.69E-04,NA,0,LOW,DD
Plectranthus cremnus,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.097969458,NA,0,LOW,DD
Plectranthus cyanophyllus,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Plectranthus diversus,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.002766072,NA,0,LOW,DD
Plectranthus dumicola,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Plectranthus excelsus,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Plectranthus fasciculatus,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Plectranthus foetidus,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.002105487,NA,0,LOW,DD
Plectranthus fragrantissimus,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Plectranthus geminatus,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.109791666,NA,0,NONE,DD
Plectranthus glabriflorus,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Plectranthus graniticola,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.002366071,NA,0,LOW,DD
Plectranthus gratus,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,NONE,NONE
Plectranthus graveolens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.092876153,NA,0.148867314,LOW,MEDIUM
Plectranthus habrophyllus,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,NONE,NONE
Plectranthus insularis,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Plectranthus intraterraneus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.58E-06,NA,0,LOW,DD
Plectranthus laetus,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Plectranthus leiperi,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,NONE,NONE
Plectranthus megadontus,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Plectranthus minutus,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Plectranthus mirus,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00249229,NA,0,LOW,DD
Plectranthus nitidus,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.182408613,0.218339011,0.047619048,LOW,DD
Plectranthus omissus,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.040208334,0.076364806,0,LOW,DD
Plectranthus parviflorus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.079945871,NA,0.155378486,LOW,LOW
Plectranthus pulchellus,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Plectranthus scutellarioides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.99E-04,NA,0,LOW,DD
"Plectranthus sp. 1 (Nundle, S.Horton s.n., 9/04/1994)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,0,NONE,NONE
Plectranthus sp. Dorrigo (H.J.Wissmann NE 32603),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,DD,DD
Plectranthus sp. Eviron Rock (A.S.Benwell 137),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,DD,DD
Plectranthus sp. Point Lookout (L.M.Copeland 1302),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,NONE,NONE
Plectranthus sp. Porcupine Gorge (E.J.Thompson+ HUG204),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,DD,DD
Plectranthus sp. Torrington (C.E.Nano 460),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.703125,NA,1,LOW,NONE
Plectranthus spectabilis,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Plectranthus splendens,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Plectranthus suaveolens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.250435803,NA,0.25,LOW,MEDIUM
Plectranthus thalassoscopicus,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Plectranthus torrenticola,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.026071429,0,0.107142857,NONE,NONE
Plectranthus ventosus,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,DD,DD
Plectranthus venustus,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Pleiogynium timoriense,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.005675781,NA,0.004716981,LOW,DD
Pleioluma brownlessiana,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.001108067,NA,0,LOW,DD
Pleioluma laurifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.013758889,NA,0,LOW,DD
Pleioluma macrocarpa,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Pleioluma papyracea,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.003400254,NA,0,LOW,DD
Pleioluma queenslandica,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.027325316,NA,0.03125,LOW,DD
Pleioluma singuliflora,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Pleioluma xerocarpa,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.007896098,NA,0,LOW,DD
Pleogyne australis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.012837757,NA,0,LOW,DD
Pleomele angustifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.22E-04,NA,0,LOW,DD
Plesioneuron tuberculatum,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,NONE,NONE
Pleuranthodium racemigerum,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.001150271,NA,0,LOW,DD
Pleurocarpaea denticulata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Pleurocarpaea fasciculata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Pleurocarpaea gracilis,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Pleuropappus phyllocalymmeus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1.12E-04,NA,NONE,NONE
Pleurosorus rutifolius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.008627935,NA,0.034976153,LOW,LOW
Pleurosorus subglandulosus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.008277518,NA,0.027272727,LOW,LOW
Pleurostylia opposita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.015257936,NA,0,LOW,DD
Plinthanthesis paradoxa,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.582810495,NA,0.362068966,LOW,DD
Plinthanthesis rodwayi,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.909375012,1,1,NONE,NONE
Plinthanthesis urvillei,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.271796875,NA,0.3125,LOW,DD
Pluchea alata,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Pluchea baccharoides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.05E-05,NA,0,LOW,DD
Pluchea dentex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.64E-04,NA,0,LOW,LOW
Pluchea dioscoridis,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.002281744,NA,0,LOW,DD
Pluchea dunlopii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Pluchea ferdinandi-muelleri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,0,DD,NONE
Pluchea ferdinandi.muelleri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,DD,NONE
Pluchea indica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Pluchea longiseta,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Pluchea macdonnellensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Pluchea mesotes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Pluchea punctata,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Pluchea rubelliflora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.05E-06,NA,0,NONE,DD
Pluchea tenuis,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Pluchea tetranthera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Pluchea xanthina,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.004092508,NA,0,LOW,DD
Plumbago zeylanica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.011823975,NA,0.004761905,LOW,MEDIUM
Pneumatopteris costata,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Pneumatopteris pennigera,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.00512535,NA,0,LOW,LOW
Pneumatopteris sogerensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.008673433,NA,0.019230769,LOW,DD
Pneumatopteris truncata,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NONE,NONE
Poa affinis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.328222563,NA,0.327586207,LOW,DD
Poa amplexicaulis,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,NONE,NONE
Poa billardierei,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.214445546,NA,0.009174312,LOW,DD
Poa cheelii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.384899283,NA,0.236363636,LOW,DD
Poa clelandii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.10955103,NA,0.054054054,LOW,DD
Poa clivicola,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.163390893,NA,0.240875912,LOW,DD
Poa cookii,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,DD,DD
Poa costiniana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.133479065,NA,0.164835165,LOW,DD
Poa crassicaudex,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.013826442,NA,0.015772871,LOW,DD
Poa drummondiana,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.027524075,NA,0.02259887,LOW,DD
Poa ensiformis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.208113315,NA,0.216589862,LOW,DD
Poa fawcettiae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.18904501,NA,0.098712446,LOW,DD
Poa fax,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.012365862,NA,0.067567568,LOW,LOW
Poa fordeana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001151449,NA,0,LOW,DD
Poa gunnii,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.006216386,NA,0.004098361,NONE,DD
Poa halmaturina,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.113683609,NA,0.186046512,LOW,DD
Poa helmsii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.293012542,NA,0.376811594,LOW,DD
Poa hiemata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.224309435,NA,0.065217391,LOW,DD
Poa homomalla,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.020599916,NA,0,LOW,DD
Poa hookeri,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.203096681,NA,0.254545455,LOW,DD
Poa hothamensis,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.200163171,NA,0.057142857,LOW,DD
Poa hothamensis var. hothamensis,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.33577009,NA,0.081967213,LOW,DD
Poa hothamensis var. parviflora,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.259436091,NA,0.428571429,LOW,DD
Poa induta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.206326174,NA,0.381818182,LOW,DD
Poa jugicola,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.03105,NA,0,NONE,DD
Poa labillardierei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.138273972,NA,0.110932476,LOW,DD
Poa labillardierei var. acris,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.115462169,NA,0.054545455,LOW,DD
Poa labillardierei var. labillardierei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.117024004,NA,0.135416667,LOW,DD
Poa lowanensis,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6.65E-04,NA,0,LOW,DD
Poa meionectes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.212071391,NA,0.39,LOW,DD
Poa mollis,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.010592819,NA,0,NONE,DD
Poa morrisii,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.088338767,NA,0.059139785,LOW,DD
Poa orba,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,NONE,NONE
Poa orthoclada,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.293295618,NA,0.083333333,LOW,DD
Poa petrophila,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.358365787,NA,0.451612903,LOW,DD
Poa phillipsiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.204920101,NA,0.370588235,LOW,DD
Poa physoclina,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.68E-04,NA,0,LOW,DD
Poa poiformis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.057611254,NA,0.044217687,LOW,DD
Poa poiformis var. poiformis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.052523734,NA,0.00845666,LOW,DD
Poa poiformis var. ramifer,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.10233183,NA,0,LOW,DD
Poa porphyroclados,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.018106999,NA,0.057142857,LOW,DD
Poa pubinervis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Poa rodwayi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.093373946,NA,0.0125,LOW,DD
Poa sallacustris,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.79E-04,7.46E-05,0,NONE,NONE
Poa sieberiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.156078445,NA,0.186170213,LOW,DD
Poa sieberiana var. cyanophylla,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.254104175,NA,0.37037037,LOW,DD
Poa sieberiana var. hirtella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.10472155,NA,0.125,LOW,DD
Poa sieberiana var. sieberiana,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.14244903,NA,0.201048951,LOW,DD
Poa sp. (Lake Omeo),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,DD,DD
Poa tenera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.162639866,NA,0.172839506,LOW,DD
Poa umbricola,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.105501046,NA,0,NONE,DD
Podocarpus dispermus,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Podocarpus drouynianus,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.014511916,NA,0.020408163,LOW,DD
Podocarpus elatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.096439834,NA,0.034682081,LOW,DD
Podocarpus grayae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.99E-04,NA,0,LOW,DD
Podocarpus lawrencei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.166362265,NA,0.112033195,LOW,MEDIUM
Podocarpus smithii,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.001156353,NA,0,LOW,DD
Podocarpus spinulosus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.136484501,NA,0.147058824,LOW,DD
Podolepis arachnoidea,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.009647538,NA,0,LOW,DD
Podolepis aristata subsp. affinis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.008250487,NA,0,LOW,DD
Podolepis aristata subsp. aristata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003473649,NA,0,LOW,DD
Podolepis aristata subsp. auriculata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.58E-05,NA,0,LOW,DD
Podolepis canescens,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.004541054,NA,0,LOW,LOW
Podolepis capillaris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006890632,NA,0.009514748,LOW,DD
Podolepis davisiana,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,NONE,NONE
Podolepis decipiens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.072783315,NA,0.104803493,LOW,DD
Podolepis eremaea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.43E-05,NA,0,LOW,DD
Podolepis gardneri,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.86E-06,NA,0,LOW,DD
Podolepis gracilis,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.009119873,NA,0.004739337,LOW,LOW
Podolepis hieracioides,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.349642296,NA,0.493506494,LOW,DD
Podolepis jaceoides,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.049124689,NA,0.141975309,LOW,DD
Podolepis kendallii,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.36E-04,NA,0,LOW,DD
Podolepis laciniata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.326292194,NA,0.269230769,LOW,DD
Podolepis laevigata,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,NONE,NONE
Podolepis lessonii,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.023022916,NA,0.012605042,LOW,LOW
Podolepis linearifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.036789631,NA,0,LOW,DD
Podolepis longipedata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.005217389,NA,0.037837838,LOW,LOW
Podolepis microcephala,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Podolepis monticola,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.045138888,NA,0,NONE,DD
Podolepis muelleri,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.001130793,NA,0,LOW,LOW
Podolepis neglecta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.109560144,NA,0.258928571,LOW,DD
Podolepis nutans,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.011165271,NA,0.055555556,LOW,DD
Podolepis omissa,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.028827087,NA,0.052631579,LOW,DD
Podolepis remota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Podolepis robusta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.339714806,NA,0.220689655,LOW,DD
Podolepis rugata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.037518827,NA,0.033707865,LOW,LOW
Podolepis rugata subsp. glabrata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.007472158,NA,0.008130081,LOW,DD
Podolepis rugata subsp. littoralis,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.038751818,NA,0.053571429,LOW,DD
Podolepis rugata subsp. rugata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03017783,NA,0.016528926,LOW,DD
Podolepis rugata subsp. trullata,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,NONE,NONE
Podolepis sp. Basalt Plain (V.Stajsic 2244),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,DD,DD
Podolepis sp. N.E. Alps (N.G.Walsh 5964),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,DD,DD
Podolepis tepperi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.022823385,NA,0.015,LOW,LOW
Podolobium aciculiferum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.245357956,NA,0.212121212,LOW,DD
Podolobium aestivum,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.737800923,NA,0.88,HIGH,DD
Podolobium alpestre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.190892287,NA,0.302419355,LOW,DD
Podolobium ilicifolium,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.214585104,NA,0.320093458,LOW,DD
Podolobium procumbens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.18942884,NA,0.235294118,LOW,DD
Podolobium scandens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.209235007,NA,0.158878505,LOW,DD
Podotheca angustifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.020824699,NA,0.020905923,LOW,LOW
Podotheca chrysantha,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.014445325,NA,0.078431373,LOW,DD
Podotheca gnaphalioides,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.022121247,NA,0.016997167,LOW,LOW
Podotheca pritzelii,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.49E-05,NA,0,LOW,DD
Podotheca uniseta,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.86E-04,NA,0,LOW,DD
Podotheca wilsonii,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.011080261,NA,0,LOW,DD
Pogonatherum crinitum,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.005547113,NA,0,LOW,DD
Pogonolepis muelleriana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.019552164,NA,0.002506266,LOW,LOW
Pogonolepis stricta,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.011036187,NA,0.008522727,LOW,LOW
Pogostemon stellatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NONE,NONE
Poikilogyne cordifolia,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Poikilogyne cordifolia var. cordifolia,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,NONE,NONE
Polianthion biloculare,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Polianthion collinum,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NONE,NONE
Polianthion minutiflorum,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.007663203,5.03E-04,0,NONE,NONE
